,1,3,5
245,lifestyle,25 Dog Breeds That Don't Shed (That Much),https://assets.msn.com/labs/mind/AAGadPv.html
246,lifestyle,Remembering Doris Day's Life in Quotes,https://assets.msn.com/labs/mind/AABiFqb.html
247,finance,50 best (and worst) places to retire if you have no savings,https://assets.msn.com/labs/mind/AAGJHK7.html
248,foodanddrink,How to Take Chicken Breasts From Frozen to Shredded in an Instant,https://assets.msn.com/labs/mind/AAJl3wq.html
249,news,Here are the lawmakers who are not seeking reelection to Congress in 2020,https://assets.msn.com/labs/mind/AAFcidm.html
250,sports,"Sounders vs. Real Salt Lake, talking points: Let's hear it for consistency",https://assets.msn.com/labs/mind/AAJgOit.html
251,foodanddrink,The Best Seafood Restaurant in All 50 States,https://assets.msn.com/labs/mind/AACkb8L.html
252,health,5 Foods That Can Actually Help Prevent Gray Hair,https://assets.msn.com/labs/mind/AAAMpLV.html
253,finance,How much you must earn to be in the top 10% in your state,https://assets.msn.com/labs/mind/AAEMYpH.html
254,health,"Ahad Israfil, gunshot wound survivor, dies",https://assets.msn.com/labs/mind/AAJ4m2A.html
255,foodanddrink,19 Super Delicious Fall Soups Made From Scratch to Try Now (Including Pumpkin!),https://assets.msn.com/labs/mind/AADmyFH.html
256,weather,"Winter Storm Warning For Metro Denver, Boulder: Update",https://assets.msn.com/labs/mind/AAJwpSQ.html
257,music,"Kanye West's 'Jesus is King' album still isn't here, fans aren't happy",https://assets.msn.com/labs/mind/AAI3N9s.html
258,autos,Watch The New Corvette C8 Do 194 MPH In Top Speed Run,https://assets.msn.com/labs/mind/AAGEfbV.html
259,sports,Alex Bregman and Anthony Rendon is a historically great third base World Series matchup,https://assets.msn.com/labs/mind/AAJ44MV.html
260,finance,What Will Long-Term Care Cost You?,https://assets.msn.com/labs/mind/AACKiJl.html
261,news,"Doug Schoen: Hillary vs. Trump in 2020? If Clinton is serious, here's best way for her to defeat the president",https://assets.msn.com/labs/mind/AAINZYP.html
262,sports,"Titans force 4 turnovers by Winston, hold off Buccaneers",https://assets.msn.com/labs/mind/AAJrFux.html
263,autos,"Largest-Ever Ford Mustang Parade Gathers 1,326 Ponies In One Place",https://assets.msn.com/labs/mind/AAHf2J6.html
264,news,Toddler found in pond is 3rd apparent child drowning in recent days,https://assets.msn.com/labs/mind/AAJWDZT.html
265,lifestyle,Amazon Says These Are Its Funniest Customer Reviews,https://assets.msn.com/labs/mind/AAEyYIZ.html
266,autos,"Horsepower! The 1,500hp Hellcat King",https://assets.msn.com/labs/mind/AAE2oRV.html
267,news,"Could a judge, cop or guard have stopped KCK shooting? Guns are the problem, some say",https://assets.msn.com/labs/mind/AAIGvLE.html
268,sports,Soul-searching goes on for US after Canada shock,https://assets.msn.com/labs/mind/AAISHUO.html
269,lifestyle,6 Hacks For Making The Most of Tiny Studios & Dorm Rooms,https://assets.msn.com/labs/mind/AAC9nqP.html
270,sports,"Josh Gordon, New Patriots Receiver Mohamed Sanu Share Laugh At Practice",https://assets.msn.com/labs/mind/AAJfTz1.html
271,autos,The Best and the Worst Time of the Year to Buy a New Car,https://assets.msn.com/labs/mind/AAGakQO.html
272,lifestyle,People Told My Daughter With a Disability She Wouldn't Be Able to Do Everything She Does Today,https://assets.msn.com/labs/mind/AAAD4c7.html
273,sports,View from the Catwalks: Bloom to Boston?,https://assets.msn.com/labs/mind/AAJl3xD.html
274,autos,2021 Porsche Panamera Facelift Caught With Sneaky Camouflage,https://assets.msn.com/labs/mind/AAFdZ07.html
275,sports,"Will it be KU, KSU, another school? Blue-chip center Muscadin to announce on Nov. 1",https://assets.msn.com/labs/mind/AAISxdm.html
276,news,It's illegal to leave your pumpkins outside in Maricopa County,https://assets.msn.com/labs/mind/AAJgOsX.html
277,health,This is how much water you need to drink for weight loss,https://assets.msn.com/labs/mind/AACl1lW.html
278,lifestyle,30 Least Expensive Dog Breeds,https://assets.msn.com/labs/mind/AAEN0JI.html
279,sports,"The Elite, The Meh, and The Ugly - Rutgers",https://assets.msn.com/labs/mind/AAJ4m2N.html
280,travel,The World's 30 Best Places to Visit in 2019-20,https://assets.msn.com/labs/mind/AADnDjy.html
281,sports,5 takeaways from the 49ers' dominant win over the Panthers,https://assets.msn.com/labs/mind/AAJwpVd.html
282,travel,The Best Things to Do in Maui   Without the Crowds,https://assets.msn.com/labs/mind/AAI3P3y.html
283,sports,Cavs could put claim on Alfonzo McKinnie after surprising release from Warriors,https://assets.msn.com/labs/mind/AAJ44R2.html
284,news,Maryland police ID man killed in crash of semi hauling beer,https://assets.msn.com/labs/mind/AAINZbi.html
285,news,'Another act of hate:' Greendale High School principal reports racist graffiti in bathroom,https://assets.msn.com/labs/mind/AAJrFvw.html
286,sports,"SMU star receiver out for game versus Memphis, coach says on College GameDay",https://assets.msn.com/labs/mind/AAJJa3P.html
287,lifestyle,My husband paid me $15 an hour to be a stay-at-home mom. Here's what I learned.,https://assets.msn.com/labs/mind/AAHfAvp.html
288,lifestyle,21 Creative Halloween Costumes We're Totally Stealing This Year,https://assets.msn.com/labs/mind/AAHZ2ko.html
289,lifestyle,23 Photos That Prove Cows Are Too Adorable for Words,https://assets.msn.com/labs/mind/AAE2otm.html
290,sports,American teenager Gauff reaches maiden WTA final in Linz,https://assets.msn.com/labs/mind/AAIGvNZ.html
291,sports,UFC's Niko Price planning on legally soccer kicking someone from wheelbarrow position,https://assets.msn.com/labs/mind/AAJaBc2.html
292,health,An avocado a day could lower your 'bad' cholesterol levels and reduce your risk of heart disease,https://assets.msn.com/labs/mind/AAJwg0G.html
293,news,The Latest: House measure condemns Trump's Syria withdrawal,https://assets.msn.com/labs/mind/AAISHVS.html
294,travel,"22 Travel Habits That Scream ""Tourist""",https://assets.msn.com/labs/mind/AAC9rfa.html
295,autos,Police searching for thief stealing cars at Atlanta airport,https://assets.msn.com/labs/mind/AAJfTz3.html
296,foodanddrink,The Real Reason McDonald's Keeps the Filet-O-Fish on Their Menu,https://assets.msn.com/labs/mind/AAGaoIu.html
297,foodanddrink,29 Thanksgiving Menus That Will Make November So Much Easier,https://assets.msn.com/labs/mind/AAADACq.html
298,autos,New BMW 4 Series Gran Coupe Spied For The First Time,https://assets.msn.com/labs/mind/AAGJRtO.html
299,travel,You can now stay in a giant guitar-shaped hotel that you have to see to believe,https://assets.msn.com/labs/mind/AAJl3yv.html
300,lifestyle,Princess Beatrice's fashion hits and misses over the years,https://assets.msn.com/labs/mind/AAFeCyE.html
301,news,Strong winds could lead to more wildfires in California,https://assets.msn.com/labs/mind/AAJgP2K.html
302,travel,Bratislava: Slovakia's capital makes a remarkable comeback,https://assets.msn.com/labs/mind/AAClSbz.html
303,foodanddrink,Blueberry Dump Cake Satisfies Every Sweet Tooth,https://assets.msn.com/labs/mind/AABRsV7.html
304,health,"Those Grueling Workouts May Not Help You Lose Belly Fat, but Here's What Will",https://assets.msn.com/labs/mind/AAEN9x9.html
305,lifestyle,2 the Rescue: Meet Chloe & Rusty,https://assets.msn.com/labs/mind/AAJ4m3j.html
306,health,7 Running Workouts for Weight Loss,https://assets.msn.com/labs/mind/AADnDn5.html
307,video,'This is not normal': Sen. Manchin reacts to Vindman attacks,https://assets.msn.com/labs/mind/AAJwpXK.html
308,entertainment,This Sony PS5 feature could end the PlayStation vs Xbox battle once and for all,https://assets.msn.com/labs/mind/AAI3Q6F.html
309,foodanddrink,St. Cloud Hospital births from Oct. 10-16,https://assets.msn.com/labs/mind/AAJ44SZ.html
310,finance,50 Great Jobs for Retirees,https://assets.msn.com/labs/mind/AACLYy8.html
311,lifestyle,"5 Incredible, Research-Backed Benefits of Having a Passion Outside Work",https://assets.msn.com/labs/mind/AAINZjT.html
312,sports,Miami Dolphins' Jakeem Grant: What we're going through is most adversity I've ever faced,https://assets.msn.com/labs/mind/AAJrFxr.html
313,news,Grieder: Special election in House District 28 portends a deeply polarized 2020 election cycle,https://assets.msn.com/labs/mind/AAJJa4h.html
314,news,9 members of American family killed in Mexico,https://assets.msn.com/labs/mind/AAJWDjD.html
315,autos,Hyundai's new Continuously Variable Valve Duration tech boosts both power and efficiency,https://assets.msn.com/labs/mind/AADNUYp.html
316,health,"Tennessee has deadliest year yet for drug overdoses, as nearby states improve",https://assets.msn.com/labs/mind/AAEz7EI.html
317,video,This Rare Albino Hedgehog Was Rescued In California,https://assets.msn.com/labs/mind/AAHZ3Ph.html
318,sports,Here are the nominees for the Greenville News Athlete of the Week 8,https://assets.msn.com/labs/mind/AAJaBcb.html
319,finance,Why more employers are helping workers pay off student loans,https://assets.msn.com/labs/mind/AAJwg4W.html
320,news,MN political commentator Amy Koch recovering after getting hit by SUV while walking in St. Paul,https://assets.msn.com/labs/mind/AAISHVm.html
321,lifestyle,I'm an American who moved to Canada  here's why I'll never move back,https://assets.msn.com/labs/mind/AAC9ySW.html
322,lifestyle,15 Everyday Habits of Great Dog Owners,https://assets.msn.com/labs/mind/AAGavJ4.html
323,lifestyle,The Top 25 Holiday Gifts For Women That Will Be Flying Off the Shelves in 2019,https://assets.msn.com/labs/mind/AAADGzG.html
324,weather,Mostly dry Friday and Saturday before heavy rain Sunday,https://assets.msn.com/labs/mind/AAJl40o.html
325,news,Man accidentally shoots himself in front of Cleveland police officers,https://assets.msn.com/labs/mind/AAISxgs.html
326,news,China's leaders to hold key conclave next week,https://assets.msn.com/labs/mind/AAJgP9Z.html
327,foodanddrink,10 Best Dry Rubs and Seasoning Mixes for Perfect Grilled Meals,https://assets.msn.com/labs/mind/AAClcfC.html
328,lifestyle,The Hottest Home Décor Hues for Summer,https://assets.msn.com/labs/mind/AABRuxD.html
329,lifestyle,40 Things (Probably) Only Baby Boomers Will Remember,https://assets.msn.com/labs/mind/AADnl68.html
330,travel,'Pirate' Ship Rescued By Cops In New York Harbor,https://assets.msn.com/labs/mind/AAJwpao.html
331,health,"Where to Get a Cheap Flu Shot: Walmart, CVS, Costco, and More",https://assets.msn.com/labs/mind/AAI3QbY.html
332,health,It's National Check Your Meds Day,https://assets.msn.com/labs/mind/AAJ44Zd.html
333,entertainment,The 20 best horror games of all time,https://assets.msn.com/labs/mind/AAGe236.html
334,sports,Undefeated New England Patriots rain on Cleveland Browns parade with final score of 27-13,https://assets.msn.com/labs/mind/AAJrG0W.html
335,sports,Perron's wrister is a lethal weapon for Blues,https://assets.msn.com/labs/mind/AAJJa9k.html
336,finance,5 Excellent Dividend Stocks to Buy for the Holiday Season,https://assets.msn.com/labs/mind/AAHfBSh.html
337,finance,The most (and least) tax-friendly states for retirees,https://assets.msn.com/labs/mind/AAEz9IU.html
338,music,The Eagles Soar and Perform 'Hotel California' For the First Time in Its Entirety in Las Vegas,https://assets.msn.com/labs/mind/AAHZd2V.html
339,autos,Hobson Pike Bridge crash: Two killed after one driver crossed the center line into the path of another vehicle,https://assets.msn.com/labs/mind/AAJwg4g.html
340,lifestyle,"These 3 Rooms Display ALL of the Worst Decor Trends of the '90s, '00s, and '10s at Once",https://assets.msn.com/labs/mind/AAC9zPY.html
341,news,Sacramento police look for driver in deadly hit-and-run,https://assets.msn.com/labs/mind/AAJfU3V.html
342,finance,How to avoid credit repair scams,https://assets.msn.com/labs/mind/AAGaxDS.html
343,foodanddrink,Easy Savory and Sweet Recipes to Make With Fresh Cranberries,https://assets.msn.com/labs/mind/AAADODg.html
344,foodanddrink,From McDonald's Szechuan Sauce to the Popeyes' sandwich: 6 out-of-control fast-food menu launches that shook America to its core,https://assets.msn.com/labs/mind/AAGJZFo.html
345,sports,"Zozo Championship set for Monday finish as officials, players deal with torrential rain and brace for more",https://assets.msn.com/labs/mind/AAJl42S.html
346,finance,GM Spring Hill could ramp up output soon as union leaders laud stand in national strike,https://assets.msn.com/labs/mind/AAISxhJ.html
347,sports,Astros have a lot of baseball left despite two bad losses to Nationals,https://assets.msn.com/labs/mind/AAJgPPi.html
348,autos,How I Was Scammed When I Bought My First Car,https://assets.msn.com/labs/mind/AACn6Cc.html
349,lifestyle,19 Things You Can Add to Your Home That Marie Kondo Would Approve Of,https://assets.msn.com/labs/mind/AABTcR4.html
350,lifestyle,"Meghan Markle Loves These Beauty Products, And They're Surprisingly Affordable",https://assets.msn.com/labs/mind/AAENITI.html
351,news,Trump cancels plans to host G7 Summit at his Florida resort,https://assets.msn.com/labs/mind/AAJ4m5B.html
352,foodanddrink,The Ultimate Visitor's Guide to Eating in Boston,https://assets.msn.com/labs/mind/AADoWKs.html
353,weather,Getty Fire: Evacuations And Closures,https://assets.msn.com/labs/mind/AAJwpfB.html
354,health,The 14 Worst Halloween Candies for Your Teeth,https://assets.msn.com/labs/mind/AAI3QcW.html
355,lifestyle,Queen Elizabeth Once Trolled a Group of Tourists Who Didn't Recognize Her at Balmoral Castle,https://assets.msn.com/labs/mind/AAGEvad.html
356,sports,Detroit Lions were cheated out of a win vs. Green Bay Packers,https://assets.msn.com/labs/mind/AAINbGJ.html
357,travel,"Lenape protest groundbreaking of Passaic's new Dundee Island Park, say it's 'sacred ground'",https://assets.msn.com/labs/mind/AAJJaIT.html
358,autos,The Bugatti Chiron Super Sport 300+ Briefly Went Airborne During Its Record Run,https://assets.msn.com/labs/mind/AAHfD4S.html
359,sports,Cincinnati vs UConn Football History,https://assets.msn.com/labs/mind/AAJWDpj.html
360,news,Justice Dept. reverses course on census citizenship question after Trump's tweet,https://assets.msn.com/labs/mind/AADO0By.html
361,health,How to Spot Common Sneaky Foods That Contain Gluten,https://assets.msn.com/labs/mind/AAHZdmq.html
362,lifestyle,Your Fall Horoscope Forecast,https://assets.msn.com/labs/mind/AAE4JsX.html
363,sports,Dodgers' David Freese announces retirement after 11-year career,https://assets.msn.com/labs/mind/AAIGvT3.html
364,autos,Bicyclist struck by train in Beverly; Delays on Newburyport/Rockport line,https://assets.msn.com/labs/mind/AAJaBeH.html
365,news,CNN and MSNBC hit Ingraham guest for accusing White House official testifying in impeachment inquiry of 'espionage',https://assets.msn.com/labs/mind/AAJwg6F.html
366,sports,"World No. 1, J.Y. Ko, returns to LPGA action this week in Shanghai",https://assets.msn.com/labs/mind/AAISHX5.html
367,finance,Passive house in Roxbury on sale for $750K,https://assets.msn.com/labs/mind/AAJfU4l.html
368,finance,Nervous retirees are too scared to spend,https://assets.msn.com/labs/mind/AAGaxEJ.html
369,lifestyle,"If These Spooky Quotes Don't Get You in the Halloween Mood, Nothing Will",https://assets.msn.com/labs/mind/AAADTKO.html
370,sports,"Pulisic ""in strong contention"" to start at Burnley",https://assets.msn.com/labs/mind/AAJl43Y.html
371,news,Trump says the Kurds 'are no angels' and the PKK are 'probably worse' than ISIS,https://assets.msn.com/labs/mind/AAISxj2.html
372,autos,Portion of I-90 reopened after two killed in head-on collision during OSP chase in Euclid,https://assets.msn.com/labs/mind/AAJgPPr.html
373,finance,States With the Highest Property Taxes,https://assets.msn.com/labs/mind/AACn6MV.html
374,health,45 Sneaky Signs You're Unhealthier Than You May Think,https://assets.msn.com/labs/mind/AABUaQV.html
375,movies,Trailer - One Last Night,https://assets.msn.com/labs/mind/AAENK6D.html
376,video,Pakistan PM reveals what he told Prince William at lunch,https://assets.msn.com/labs/mind/AAJ4m5P.html
377,sports,Will the Chiefs make a move before Tuesday afternoon's trade deadline?,https://assets.msn.com/labs/mind/AAJwpfH.html
378,lifestyle,Trolls Told Me I'm Too Ugly To Post Pics. Then I Did And Something Incredible Happened.,https://assets.msn.com/labs/mind/AAI3TPS.html
379,finance,Want to retire and live in an RV full time? 8 things you need to know,https://assets.msn.com/labs/mind/AAGGGvg.html
380,sports,Bare Knuckle Knockout! Watch Gabriel Gonzaga Whup Bigfoot Silva In Tampa,https://assets.msn.com/labs/mind/AAJ44h4.html
381,sports,Chargers vs. Bears highlights | Week 8,https://assets.msn.com/labs/mind/AAJrG1m.html
382,sports,"De-committed from Auburn, Trenton Simpson visiting UNC Saturday, has decision timeline",https://assets.msn.com/labs/mind/AAJJaOD.html
383,sports,Wednesday's Mashup: Tom Brady tells Lamar Jackson he's a 'big fan' before loss to Ravens,https://assets.msn.com/labs/mind/AAJWDqE.html
384,autos,25 Things That Will Save You Money on a Used Car,https://assets.msn.com/labs/mind/AADO7IS.html
385,finance,10 Job Skills Worth Six-Figure Salaries,https://assets.msn.com/labs/mind/AAEzJ4H.html
386,movies,The Fast and the Furious Director Rob Cohen Accused of Sexual Assault,https://assets.msn.com/labs/mind/AAHZeOy.html
387,lifestyle,14 hilarious photos that prove Kate Middleton is just like us,https://assets.msn.com/labs/mind/AAE4NGr.html
388,sports,Coco Gauff Makes History! Teen Becomes Youngest Tennis Player in 15 Years to Reach WTA Final,https://assets.msn.com/labs/mind/AAIGvW6.html
389,sports,Scanner Sounds: 'Those spotters need to pull their head out',https://assets.msn.com/labs/mind/AAISHY3.html
390,lifestyle,The Evolution of Maternity Style,https://assets.msn.com/labs/mind/AAGayS6.html
391,lifestyle,18 Electric Wiring Fails That Will Make You Wince,https://assets.msn.com/labs/mind/AAGJvMP.html
392,sports,Adrian Peterson had to 'hold back tears' in return to Minnesota,https://assets.msn.com/labs/mind/AAJl4BK.html
393,sports,Up next for Michigan: a primetime visit from No. 8 Notre Dame,https://assets.msn.com/labs/mind/AAJ4m6x.html
394,lifestyle,I Quit My Glamorous Corporate Job to Travel the World,https://assets.msn.com/labs/mind/AADpAZy.html
395,sports,Wolverines in the NFL: Top performances from Week 8,https://assets.msn.com/labs/mind/AAJwpgT.html
396,foodanddrink,The Saddest Leafy Green,https://assets.msn.com/labs/mind/AAI3UQb.html
397,finance,20 Ways to Pay Less at Costco,https://assets.msn.com/labs/mind/AAGGIBt.html
398,health,85-Year-Old Runner Who Keeps Racking Up Medals: 'It's My Job to Get People Moving',https://assets.msn.com/labs/mind/AAJ44oC.html
399,news,Southwest flight attendant alleges pilots live streamed video from camera in lavatory,https://assets.msn.com/labs/mind/AAJrG1t.html
400,finance,"The penthouse of NYC's Woolworth Building just got a $31 million price cut. Check out 'The Pinnacle,' which occupies the top 5 floors of the iconic, green-roofed skyscraper.",https://assets.msn.com/labs/mind/AAJJaaX.html
401,news,"Montrose Beach's Monty and Rose flew south for the winter, but governor declares Nov. 18 as Piping Plover Day",https://assets.msn.com/labs/mind/AAJWDxq.html
402,lifestyle,12 Life-Changing Career Tips From Navy SEALs,https://assets.msn.com/labs/mind/AAEzMYa.html
403,sports,Martin Truex Jr. through the years,https://assets.msn.com/labs/mind/AAE54lG.html
404,travel,Muskegon County intersection to be closed for hours after crash,https://assets.msn.com/labs/mind/AAIGvWH.html
405,news,Embattled Texas House Speaker Dennis Bonnen won't seek re-election,https://assets.msn.com/labs/mind/AAJaBnR.html
406,news,Train company's Quincy office irks Western Mass. lawmaker,https://assets.msn.com/labs/mind/AAISHaf.html
407,music,15 Arizona actors who made it to Broadway,https://assets.msn.com/labs/mind/AACAiTQ.html
408,foodanddrink,5 Turkey Cooking Tips That'll Guarantee You Have the Perfect Bird,https://assets.msn.com/labs/mind/AAAFV0k.html
409,sports,Adrian Peterson had to 'hold back tears' in return to Minnesota,https://assets.msn.com/labs/mind/AAJl4BQ.html
410,sports,"Kyrie Irving drops 50 in debut for Nets, but comes up short in overtime loss to Timberwolves",https://assets.msn.com/labs/mind/AAJgPeu.html
411,lifestyle,These Room Divider Ideas Will Transform Your Home in an Instant,https://assets.msn.com/labs/mind/AACnJIS.html
412,video,Buttigieg: 'Not going to get in the middle' of Hillary Clinton attacks on Tulsi Gabbard,https://assets.msn.com/labs/mind/AAJ4m74.html
413,tv,'I know he'll overcome this:' Kennard-Dale rallies around injured football player,https://assets.msn.com/labs/mind/AAJwpgl.html
414,health,All the Ways Brittany Runs a Marathon Starring Jillian Bell Shows the Reality of Weight Loss,https://assets.msn.com/labs/mind/AAGeBi5.html
415,autos,ID of woman killed after car crashes into Springfield utility pole released,https://assets.msn.com/labs/mind/AAINbXj.html
416,autos,"3 teenagers dead in York County vehicle crash, State Police say",https://assets.msn.com/labs/mind/AAJrG2T.html
417,news,"I quit my job, moved to Alaska to bake bread   and rebuilt my identity",https://assets.msn.com/labs/mind/AAJJaeU.html
418,foodanddrink,10 Turkey Sandwich Recipes for All Your Thanksgiving Leftovers,https://assets.msn.com/labs/mind/AAAsqq3.html
419,weather,"Suez says lead levels meet federal standards, but only when you round down",https://assets.msn.com/labs/mind/AAEzQxF.html
420,lifestyle,6 gorgeous royal family heirlooms that Kate Middleton wears regularly,https://assets.msn.com/labs/mind/AAE58ph.html
421,sports,Power Rankings: Kyle Busch putting pieces together before favorable Round of 8,https://assets.msn.com/labs/mind/AAJaBo3.html
422,finance,Former Cal Ripken Estate Is Back On The Market,https://assets.msn.com/labs/mind/AAJwgAS.html
423,autos,"Bucket truck rolls over on the Thruway, accident to be cleared before evening commute",https://assets.msn.com/labs/mind/AAJfU9q.html
424,finance,What millennials get wrong about Social Security,https://assets.msn.com/labs/mind/AAGb1aa.html
425,lifestyle,Need the Perfect Last-Minute Gift? We Got You Covered,https://assets.msn.com/labs/mind/AAAFn37.html
426,finance,Never put these 7 things on your resume,https://assets.msn.com/labs/mind/AAGK3lr.html
427,movies,Celebrities at their Hollywood hand and footprint ceremonies,https://assets.msn.com/labs/mind/AACnQHE.html
428,news,Commuters help save woman who fell onto Buenos Aires subway tracks,https://assets.msn.com/labs/mind/AAJ4mDY.html
429,lifestyle,Gorgeous Kitchen Cabinet Hardware Ideas for an Instant Upgrade,https://assets.msn.com/labs/mind/AABZw9Y.html
430,sports,Wolverines in the NFL: Top performances from Week 8,https://assets.msn.com/labs/mind/AAJwpiP.html
431,autos,Tanker truck bursts into flames following crash in Warren County,https://assets.msn.com/labs/mind/AAJ44wZ.html
432,lifestyle,25 Silent Signs Your House Is Falling Apart,https://assets.msn.com/labs/mind/AAGeC46.html
433,lifestyle,"Zendaya, Nicole Kidman and More Best Dressed Stars at Elle's Women in Hollywood Event",https://assets.msn.com/labs/mind/AAINbdS.html
434,sports,Detroit Lions actively pursuing trade for running back,https://assets.msn.com/labs/mind/AAJrG3x.html
435,travel,A question as the Cross-Bay Ferry returns: What do we get for the money?,https://assets.msn.com/labs/mind/AAJJaew.html
436,lifestyle,3 billion fewer birds are in North America now than in 1970,https://assets.msn.com/labs/mind/AAHxIkV.html
437,sports,Man accused of hatchet attack charged with attempted murder,https://assets.msn.com/labs/mind/AAIGvXQ.html
438,news,"'We saw the AK in his hand': 4 hurt in random shootings at SC tire store, apartment",https://assets.msn.com/labs/mind/AAJaBoM.html
439,news,Weather today in Berkeley,https://assets.msn.com/labs/mind/AAJwgAW.html
440,news,"25-year-old killed in Arlington shooting, police say",https://assets.msn.com/labs/mind/AAISHcw.html
441,travel,Scotland's majestic Isle of Skye,https://assets.msn.com/labs/mind/AACCDTM.html
442,sports,How Par Lindholm became a late-blooming Bruins contributor,https://assets.msn.com/labs/mind/AAJfUBL.html
443,health,"Can You Gain Weight If You Don't Eat Enough? 3 Experts Explain ""Starvation Mode""",https://assets.msn.com/labs/mind/AAGb2XH.html
444,travel,You Need To Add These Beautiful Places To Your Travel Bucket List,https://assets.msn.com/labs/mind/AAAFy2K.html
445,finance,How Costco and other bargain stores stay so cheap,https://assets.msn.com/labs/mind/AAGK6eL.html
446,autos,The most famous automotive advertising slogans - US edition,https://assets.msn.com/labs/mind/AAJl4Cc.html
447,lifestyle,11 Phrases That Will Make You More Successful at Work,https://assets.msn.com/labs/mind/AAISxpR.html
448,finance,"These are best and worst stocks for the 'data era,' Morgan Stanley says",https://assets.msn.com/labs/mind/AAJgQ4E.html
449,lifestyle,Did you know Amazon has coupons? This step-by-step guide will help you instantly save,https://assets.msn.com/labs/mind/AACnUyB.html
450,entertainment,Star Tracks: Celebs on Vacation,https://assets.msn.com/labs/mind/AADzDnw.html
451,news,"Nestor bringing heavy rain to Southeast, mid-Atlantic after spawning tornadoes in Florida",https://assets.msn.com/labs/mind/AAJ4mFP.html
452,sports,Sports on the air: Daily TV and radio schedule,https://assets.msn.com/labs/mind/AABaBkM.html
453,sports,'Unconditional belief' led to Michigan's best game of the season vs. Notre Dame,https://assets.msn.com/labs/mind/AAJwpiW.html
454,news,Adopt a Pet: Howard from Florida Little Dog Rescue,https://assets.msn.com/labs/mind/AAGGVHd.html
455,finance,How retirees can make required minimum distributions pain free,https://assets.msn.com/labs/mind/AAJ450p.html
456,entertainment,Star Tracks: Celebs at Home,https://assets.msn.com/labs/mind/AAGeC4d.html
457,video,"Following Trump's endorsement, Spicer has emotional night on 'Dancing With the Star'",https://assets.msn.com/labs/mind/AAINblw.html
458,video,Eric Shawn: 'A fantastic day for freedom',https://assets.msn.com/labs/mind/AAJrG85.html
459,autos,Chevy Equinox Discounted Up To 20 Percent In November,https://assets.msn.com/labs/mind/AAJJagt.html
460,tv,Careflight responds to multi-vehicle crash in Butler County,https://assets.msn.com/labs/mind/AAJWE81.html
461,lifestyle,The Most Iconic Short Wedding Dresses of All Time And How to Get the Look,https://assets.msn.com/labs/mind/AAHxIri.html
462,music,"José José, Legendary Mexican Singer, Dead at 71",https://assets.msn.com/labs/mind/AAHZhSO.html
463,lifestyle,14 Wild Dog And Cat Species That Are Amazingly Rare,https://assets.msn.com/labs/mind/AAE5LQv.html
464,foodanddrink,How to make hot chocolate so rich it coats your spoon,https://assets.msn.com/labs/mind/AAJwgEm.html
465,sports,Liberty not renewing Katie Smith's contract,https://assets.msn.com/labs/mind/AAISHdQ.html
466,lifestyle,60 Things No Spouse Ever Wants to Hear,https://assets.msn.com/labs/mind/AACCH1h.html
467,sports,"Redskins Rumors: If Bruce Allen won't pick up the phone to trade Trent Williams, the Browns could go shopping for a LT in the NFC East",https://assets.msn.com/labs/mind/AAJfUDh.html
468,lifestyle,Where Do the Royals Reside? This Handy Guide Will Tell You Who Lives in Which Palace,https://assets.msn.com/labs/mind/AAAG2PL.html
469,finance,Cheapest and Most Expensive States for Retirement,https://assets.msn.com/labs/mind/AAGK8xY.html
470,autos,Latest Automotive Safety Recalls,https://assets.msn.com/labs/mind/AAFfB8g.html
471,autos,How to negotiate a good deal on a new car,https://assets.msn.com/labs/mind/AACnw5s.html
472,lifestyle,50 Times Meghan Markle Has Broken Royal Protocol,https://assets.msn.com/labs/mind/AAENRpA.html
473,travel,Crews spray down Golden Ray cargo ship after white smoke billows out,https://assets.msn.com/labs/mind/AAJ4mLZ.html
474,autos,The U.S. Army Is Developing a Better Bullet,https://assets.msn.com/labs/mind/AAJwpjh.html
475,sports,Wrestling coach openings/changes for 2019-20 season (Updated 10/16/19),https://assets.msn.com/labs/mind/AAF4FC9.html
476,sports,Heat suspend Dion Waiters one game for 'conduct detrimental to the team',https://assets.msn.com/labs/mind/AAJ453s.html
477,sports,The Seaside Joe Newsletter,https://assets.msn.com/labs/mind/AAGeDI8.html
478,sports,Connor Barwin: NFL retirement announced by former UC Bearcats standout,https://assets.msn.com/labs/mind/AAINbmD.html
479,sports,The best College GameDay signs from Memphis,https://assets.msn.com/labs/mind/AAJJaia.html
480,lifestyle,15 Abandoned Places That You Can See Only in Pictures,https://assets.msn.com/labs/mind/AAHfRcY.html
481,video,Border wall debate amid Mexican drug cartel murder of 9 US citizens,https://assets.msn.com/labs/mind/AAJWE9c.html
482,finance,The 6 Big Retirement Mistakes   and One Way to Avoid Them,https://assets.msn.com/labs/mind/AAHxIsk.html
483,finance,Here's why small investors aren't buying the 'index funds bubble' argument,https://assets.msn.com/labs/mind/AAHZnK7.html
484,news,The best water bottles in 2019 that'll make you want to drink more water,https://assets.msn.com/labs/mind/AAE5NhS.html
485,sports,Matt Tifft will miss rest of season after suffering seizure at Martinsville,https://assets.msn.com/labs/mind/AAJwgEq.html
486,autos,Best wireless routers 2019: the best routers for your home network,https://assets.msn.com/labs/mind/AAk9KA0.html
487,foodanddrink,'A game changer': The downtown Phoenix Fry's grocery store is now open,https://assets.msn.com/labs/mind/AAJfUDt.html
